event_id,asset_id,mitre_technique,severity,detected_at,source
evt-0021808,asset-0016,T1489,,2026-03-03T05:26:28,firewall
evt-0021809,asset-0016,T1499,Medium,2026-03-12T13:46:09,auth
evt-0021810,asset-0016,T1041,High,2026-05-03T23:41:20,firewall
evt-0021811,asset-0016,T1595,Medium,2026-03-22T18:36:32,auth
evt-0021812,asset-0016,T1566,Low,2026-03-04T08:31:31,auth
evt-0021813,asset-0016,T1005,Low,2025-11-13T18:15:48,auth
evt-0021814,asset-0016,T1005,Medium,2026-03-19T17:37:33,endpoint
evt-0021815,asset-0016,T1005,Low,2026-04-12T03:19:55,auth
evt-0021816,asset-0016,T1498,Medium,2026-05-07T10:27:33,auth
evt-0021817,asset-0016,T1005,Medium,2025-11-09T16:20:35,ids
evt-0021818,asset-0016,T1567,High,2026-04-22T11:16:29,proxy
evt-0021819,asset-0016,T1592,Medium,2025-11-17T00:34:11,auth
evt-0021820,asset-0016,T1020,High,2025-11-20T18:08:03,auth
evt-0021821,asset-0016,T1595,Low,2026-05-03T20:18:46,proxy
evt-0021822,asset-0016,T1110,Low,2026-03-26T08:57:46,endpoint
evt-0021823,asset-0016,T1005,Low,2026-03-05T00:48:41,auth
evt-0021824,asset-0016,T1087,Low,2026-01-07T22:58:24,proxy
evt-0021825,asset-0016,T1190,Low,2025-11-08T15:38:23,ids
evt-0021826,asset-0016,T1005,Low,2025-11-28T17:21:13,firewall
evt-0021827,asset-0016,T1498,Medium,2025-11-08T14:15:46,auth
evt-0021828,asset-0016,T1005,Medium,2025-12-18T09:14:09,endpoint
evt-0021829,asset-0016,T1489,High,2026-01-03T01:24:14,proxy
evt-0021830,asset-0016,T1498,High,2026-01-17T14:15:42,ids
evt-0021831,asset-0016,T1592,Medium,2025-11-26T17:12:00,endpoint
evt-0021832,asset-0016,T1005,Low,2026-05-10T12:52:26,ids
evt-0021833,asset-0016,T1566,High,2026-01-06T23:12:34,ids
evt-0021834,asset-0016,T1489,Critical,2026-01-10T05:13:04,ids
evt-0021835,asset-0016,T1498,High,2025-11-22T13:47:42,firewall
evt-0021836,asset-0016,T1499,Medium,2025-12-18T11:57:13,firewall
evt-0021837,asset-0016,T1087,Low,2026-03-06T02:40:50,firewall
evt-0021838,asset-0016,T1595,Low,2026-01-29T11:52:30,ids
evt-0021839,asset-0016,T1592,Low,2026-04-28T19:19:29,endpoint
evt-0021840,asset-0016,T1005,Low,2025-12-02T03:47:00,endpoint
evt-0021841,asset-0016,T1087,Low,2026-05-18T00:10:39,proxy
evt-0021842,asset-0016,T1552,Medium,2026-03-31T16:19:58,firewall
evt-0021843,asset-0016,T1595,Low,2026-03-27T09:55:03,endpoint
evt-0021844,asset-0016,T1087,Low,2026-01-01T03:47:07,auth
evt-0021845,asset-0016,T1499,High,2026-05-20T07:40:26,firewall
evt-0021846,asset-0016,T1110,High,2026-03-15T09:54:55,endpoint
evt-0021847,asset-0016,T1190,High,2026-04-10T08:48:25,auth
evt-0021848,asset-0016,T1190,High,2025-11-28T13:20:54,endpoint
evt-0021849,asset-0016,T1552,High,2026-01-22T03:44:20,proxy
evt-0021850,asset-0016,T1552,Medium,2025-11-07T19:13:42,endpoint
evt-0021851,asset-0016,T1498,Medium,2026-02-16T18:01:00,endpoint
evt-0021852,asset-0016,T1087,Low,2026-01-20T22:34:05,proxy
evt-0021853,asset-0016,T1486,High,2026-05-04T15:02:09,ids
evt-0021854,asset-0016,T1046,Medium,2025-11-10T00:04:28,ids
evt-0021855,asset-0016,T1078,Low,2026-04-18T00:25:35,proxy
evt-0021856,asset-0016,T1005,Low,2025-11-01T08:23:52,firewall
evt-0021857,asset-0016,T1190,High,2025-12-09T01:55:46,firewall
evt-0021858,asset-0016,T1087,Low,2025-11-30T14:53:52,ids
evt-0021859,asset-0016,T1087,Low,2026-02-06T03:36:53,
evt-0021860,asset-0016,T1552,Medium,2026-01-31T02:31:43,proxy
evt-0021861,asset-0016,T1592,Low,2025-12-16T14:01:38,auth
evt-0021862,asset-0016,T1087,Low,2026-01-11T07:26:59,ids
evt-0021863,asset-0016,T1078,Low,2025-11-03T03:32:53,auth
evt-0021864,asset-0016,T1190,Low,2026-02-02T17:30:27,firewall
evt-0021865,asset-0016,T1110,Medium,2026-05-15T08:42:04,proxy
evt-0021866,asset-0016,T1087,Low,2025-11-12T10:57:08,proxy
evt-0021867,asset-0016,T1190,Low,2026-01-24T21:21:22,endpoint
evt-0021868,asset-0016,T1005,Low,2026-03-15T07:52:30,endpoint
evt-0021869,asset-0016,T1204,Medium,2025-11-14T08:54:25,ids
evt-0021870,asset-0016,T1046,Medium,2026-04-12T20:43:07,
evt-0021871,asset-0016,T1567,High,2025-12-19T20:59:56,firewall
evt-0021872,asset-0016,T1087,Low,2026-04-19T19:32:18,
evt-0021873,asset-0016,T1204,Medium,2025-11-02T21:24:36,auth
evt-0021874,asset-0016,T1005,Low,2025-12-15T14:42:09,auth
evt-0021875,asset-0016,T1005,Low,2026-05-19T11:52:43,proxy
evt-0021876,asset-0016,T1046,Low,2026-02-19T17:57:10,auth
evt-0021877,asset-0016,T1595,Low,2025-11-10T01:34:47,endpoint
evt-0021878,asset-0016,T1566,Low,2026-02-14T07:08:39,auth
evt-0021879,asset-0016,T1020,High,2026-05-09T03:40:05,proxy
evt-0021880,asset-0016,T1046,Medium,2025-11-24T19:50:44,auth
evt-0021881,asset-0016,T1110,Low,2026-04-09T11:12:31,firewall
evt-0021882,asset-0016,T1078,Low,2026-01-24T20:32:26,auth
evt-0021883,asset-0016,T1087,Low,2025-11-25T08:25:59,firewall
evt-0021884,asset-0016,T1592,Low,2026-03-02T09:07:41,auth
evt-0021885,asset-0016,T1595,Low,2026-01-11T06:01:50,endpoint
evt-0021886,asset-0016,T1020,High,2026-05-07T04:30:42,auth
evt-0021887,asset-0016,T1566,High,2026-02-10T23:38:03,firewall
evt-0021888,asset-0016,T1210,High,2025-11-06T18:31:41,endpoint
evt-0021889,asset-0016,T1595,Low,2026-02-12T21:00:47,
evt-0021890,asset-0016,T1592,Low,2025-12-27T17:07:25,endpoint
evt-0021891,asset-0016,T1566,High,2026-05-27T19:57:02,endpoint
evt-0021892,asset-0016,T1592,Low,2025-12-12T11:34:30,auth
evt-0021893,asset-0016,T1204,High,2026-05-10T13:20:01,proxy
evt-0021894,asset-0016,T1041,Critical,2025-11-25T13:43:10,ids
evt-0021895,asset-0016,T1005,Low,2026-02-01T11:18:26,auth
evt-0021896,asset-0016,T1087,Low,2026-02-12T19:24:09,auth
evt-0021897,asset-0016,T1078,Low,2026-02-07T10:30:22,firewall
evt-0021898,asset-0016,T1005,,2026-04-04T14:15:30,
evt-0021899,asset-0016,T1567,High,2026-05-01T08:01:14,ids
evt-0021900,asset-0016,T1486,Critical,2026-04-09T12:59:36,firewall
evt-0021901,asset-0016,T1078,Low,2026-03-10T23:36:46,endpoint
evt-0021902,asset-0016,T1566,Medium,2026-02-17T01:16:43,proxy
evt-0021903,asset-0016,T1499,High,2025-12-03T17:48:25,proxy
evt-0021904,asset-0016,T1046,Low,2026-04-19T15:33:52,ids
evt-0021905,asset-0016,T1110,Medium,2026-02-17T03:18:19,proxy
evt-0021906,asset-0016,T1041,High,2026-03-14T20:55:09,auth
evt-0021907,asset-0016,T1087,Low,2026-01-07T04:00:11,auth
evt-0021908,asset-0016,T1489,High,2026-03-30T16:24:59,proxy
evt-0021909,asset-0016,T1078,Low,2025-11-25T19:30:00,ids
evt-0021910,asset-0016,T1595,Low,2026-05-12T10:57:14,proxy
evt-0021911,asset-0016,T1499,,2026-05-21T04:13:04,firewall
evt-0021912,asset-0016,T1078,Medium,2025-12-31T17:58:01,firewall
evt-0021913,asset-0016,T1078,Low,2025-12-15T08:33:24,ids
evt-0021914,asset-0016,T1005,Low,2026-05-03T21:15:33,ids
evt-0021915,asset-0016,T1190,Medium,2026-05-09T14:06:02,firewall
evt-0021916,asset-0016,T1087,Low,2026-03-24T03:46:06,firewall
evt-0021917,asset-0016,T1005,Low,2026-01-15T15:26:52,firewall
evt-0021918,asset-0016,T1110,Medium,2025-11-14T15:13:03,auth
evt-0021919,asset-0016,T1204,Medium,2026-03-13T09:31:02,auth
evt-0021920,asset-0016,T1003,Medium,2026-05-25T14:09:48,auth
evt-0021921,asset-0016,T1499,Medium,2025-11-26T06:03:53,ids
evt-0021922,asset-0016,T1078,Low,2025-11-15T11:20:01,firewall
evt-0021923,asset-0016,T1592,Low,2025-12-04T00:07:01,auth
evt-0021924,asset-0016,T1020,High,2026-04-10T19:21:48,
evt-0021925,asset-0016,T1204,High,2026-02-17T19:23:15,ids
evt-0021926,asset-0016,T1204,Medium,2026-05-11T18:03:12,endpoint
evt-0021927,asset-0016,T1566,Medium,2025-11-09T10:37:23,ids
evt-0021928,asset-0016,T1489,High,2026-01-10T17:09:01,endpoint
evt-0021929,asset-0016,T1595,Low,2026-04-03T08:48:04,endpoint
evt-0021930,asset-0016,T1489,Critical,2026-02-10T03:21:26,firewall
evt-0021931,asset-0016,T1592,Low,2025-11-09T23:03:17,endpoint
evt-0021932,asset-0016,T1110,High,2025-12-18T04:08:55,proxy
evt-0021933,asset-0016,T1005,Low,2026-01-13T23:08:11,auth
evt-0021934,asset-0016,T1005,Low,2026-02-19T05:32:59,firewall
evt-0021935,asset-0016,T1486,High,2026-05-08T11:16:08,ids
evt-0021936,asset-0016,T1020,High,2026-05-22T21:26:01,firewall
evt-0021937,asset-0016,T1595,Low,2025-11-24T12:24:04,auth
evt-0021938,asset-0016,T1041,Medium,2026-03-14T09:46:16,proxy
evt-0021939,asset-0016,T1567,Medium,2026-01-11T11:13:00,proxy
evt-0021940,asset-0016,T1005,Low,2026-02-14T15:18:46,auth
evt-0021941,asset-0016,T1003,Critical,2026-03-28T18:41:08,firewall
evt-0021942,asset-0016,T1486,Critical,2025-12-08T08:51:39,auth
evt-0021943,asset-0016,T1078,Low,2026-03-03T13:37:20,
evt-0021944,asset-0016,T1204,Medium,2025-11-06T03:50:38,endpoint
evt-0021945,asset-0016,T1486,Critical,2026-01-10T17:03:35,firewall
evt-0021946,asset-0016,T1087,,2026-02-24T10:33:17,firewall
evt-0021947,asset-0016,T1210,Medium,2026-02-08T22:55:13,auth
evt-0021948,asset-0016,T1087,Low,2026-04-19T12:39:25,ids
evt-0021949,asset-0016,T1204,Low,2026-02-12T13:49:47,firewall
evt-0021950,asset-0016,T1210,High,2026-02-14T04:27:43,auth
evt-0021951,asset-0016,T1041,High,2025-12-26T14:35:55,auth
evt-0021952,asset-0016,T1566,Low,2026-03-27T13:03:09,ids
evt-0021953,asset-0016,T1046,Low,2025-11-23T14:00:32,ids
evt-0021954,asset-0016,T1592,Low,2025-11-10T07:21:25,auth
evt-0021955,asset-0016,T1005,Low,2026-03-09T15:08:29,proxy
evt-0021956,asset-0016,T1498,Critical,2026-01-27T10:24:38,auth
evt-0021957,asset-0016,T1005,Low,2026-02-21T18:52:47,auth
evt-0021958,asset-0016,T1499,High,2025-11-24T20:20:53,ids
evt-0021959,asset-0016,T1499,Low,2025-11-09T09:11:53,proxy
evt-0021960,asset-0016,T1552,High,2025-12-20T20:02:22,proxy
evt-0021961,asset-0016,T1498,Critical,2025-11-29T04:09:16,
evt-0021962,asset-0016,T1567,High,2026-03-09T18:25:44,auth
evt-0021963,asset-0016,T1087,Low,2025-11-22T20:36:39,firewall
evt-0021964,asset-0016,T1566,Low,2026-04-17T01:37:49,firewall
evt-0021965,asset-0016,T1486,High,2026-03-25T23:12:53,auth
evt-0021966,asset-0016,T1486,High,2025-12-04T18:35:34,ids
evt-0021967,asset-0016,T1005,Low,2026-04-26T09:07:58,firewall
evt-0021968,asset-0016,T1190,High,2026-03-09T13:25:00,firewall
evt-0021969,asset-0016,T1552,Medium,2026-05-17T09:53:42,endpoint
evt-0021970,asset-0016,T1041,High,2026-01-19T06:36:09,
evt-0021971,asset-0016,T1204,High,2026-03-01T00:22:41,firewall
evt-0021972,asset-0016,T1005,Low,2026-01-10T01:05:58,proxy
evt-0021973,asset-0016,T1078,Low,2026-01-25T20:20:23,firewall
evt-0021974,asset-0016,T1204,Low,2026-03-03T13:20:22,firewall
evt-0021975,asset-0016,T1005,Low,2026-04-12T21:24:25,ids
evt-0021976,asset-0016,T1499,High,2026-01-01T17:35:38,proxy
evt-0021977,asset-0016,T1041,High,2026-01-01T10:46:59,endpoint
evt-0021978,asset-0016,T1087,Low,2025-12-13T06:52:39,ids
evt-0021979,asset-0016,T1110,Medium,2026-01-31T19:57:24,endpoint
evt-0021980,asset-0016,T1078,Low,2025-12-26T02:38:15,auth
evt-0021981,asset-0016,T1210,High,2025-11-28T10:15:11,ids
evt-0021982,asset-0016,T1110,Medium,2026-03-24T01:21:45,proxy
evt-0021983,asset-0016,T1005,Low,2026-02-21T23:30:10,ids
evt-0021984,asset-0016,T1078,Low,2026-03-28T20:48:24,auth
evt-0021985,asset-0016,T1592,Low,2025-11-09T20:34:52,firewall
evt-0021986,asset-0016,T1046,Low,2026-01-01T10:04:55,ids
evt-0021987,asset-0016,T1087,Low,2025-12-24T17:29:30,endpoint
evt-0021988,asset-0016,T1046,Low,2025-11-14T07:18:29,firewall
evt-0021989,asset-0016,T1046,Medium,2026-04-16T17:25:31,ids
evt-0021990,asset-0016,T1552,High,2026-02-06T16:04:42,firewall
evt-0021991,asset-0016,T1552,High,2026-04-30T20:18:58,proxy
evt-0021992,asset-0016,T1003,High,2026-05-27T03:38:40,ids
evt-0021993,asset-0016,T1566,High,2025-12-23T18:56:26,proxy
evt-0021994,asset-0016,T1499,Medium,2026-01-27T00:01:55,endpoint
evt-0021995,asset-0016,T1041,High,2026-04-06T15:19:41,endpoint
evt-0021996,asset-0016,T1190,Low,2026-02-28T20:41:25,proxy
evt-0021997,asset-0016,T1046,Low,2025-11-07T11:12:09,auth
evt-0021998,asset-0016,T1566,High,2026-02-16T14:45:12,endpoint
evt-0021999,asset-0016,T1592,Low,2025-12-17T03:48:58,endpoint
evt-0022000,asset-0016,T1110,Medium,2026-02-27T11:25:34,auth
evt-0022001,asset-0016,T1005,Low,2026-01-12T19:10:46,firewall
evt-0022002,asset-0016,T1498,High,2026-05-08T07:41:08,
evt-0022003,asset-0016,T1005,Low,2026-03-16T03:15:06,proxy
evt-0022004,asset-0016,T1110,Medium,2026-03-18T06:24:16,
evt-0022005,asset-0016,T1498,High,2025-12-29T20:26:43,endpoint
evt-0022006,asset-0016,T1552,Medium,2025-12-14T12:55:49,endpoint
evt-0022007,asset-0016,T1087,Low,2026-01-26T08:34:48,ids
evt-0022008,asset-0016,T1087,Low,2025-11-27T01:50:53,endpoint
evt-0022009,asset-0016,T1566,Low,2026-01-14T10:37:40,ids
evt-0022010,asset-0016,T1498,High,2026-03-30T21:39:20,
evt-0022011,asset-0016,T1490,High,2025-11-10T03:58:12,auth
evt-0022012,asset-0016,T1592,Medium,2026-02-15T07:59:58,
evt-0022013,asset-0016,T1087,Low,2026-01-21T07:41:08,proxy
evt-0022014,asset-0016,T1005,Low,2026-01-18T20:26:56,endpoint
evt-0022015,asset-0016,T1110,Medium,2026-05-02T05:40:33,endpoint
evt-0022016,asset-0016,T1046,Low,2026-02-16T04:42:46,proxy
evt-0022017,asset-0016,T1592,Low,2025-12-10T08:33:19,auth
evt-0022018,asset-0016,T1046,Medium,2026-01-02T09:58:38,ids
evt-0022019,asset-0016,T1490,Medium,2026-04-30T22:33:33,firewall
evt-0022020,asset-0016,T1489,Critical,2025-11-07T18:22:57,firewall
evt-0022021,asset-0016,T1078,Low,2026-02-22T01:42:33,firewall
evt-0022022,asset-0016,T1498,High,2025-12-03T04:05:24,ids
evt-0022023,asset-0016,T1046,Low,2026-03-21T04:52:26,ids
evt-0022024,asset-0016,T1087,Low,2025-11-13T06:29:08,firewall
evt-0022025,asset-0016,T1489,Critical,2026-03-11T05:18:52,endpoint
evt-0022026,asset-0016,T1566,High,2026-04-01T06:14:04,endpoint
evt-0022027,asset-0016,T1566,High,2025-11-01T10:50:47,proxy
evt-0022028,asset-0016,T1566,Critical,2025-11-09T12:01:47,firewall
evt-0022029,asset-0016,T1490,Critical,2025-12-14T11:08:07,auth
evt-0022030,asset-0016,T1087,Low,2026-04-20T21:25:01,firewall
evt-0022031,asset-0016,T1552,High,2026-02-20T09:06:19,auth
evt-0022032,asset-0016,T1005,Low,2025-12-18T04:50:25,firewall
evt-0022033,asset-0016,T1486,High,2026-01-23T01:51:44,ids
evt-0022034,asset-0016,T1003,Medium,2026-02-08T15:52:05,
evt-0022035,asset-0016,T1592,Low,2026-05-26T08:24:49,firewall
evt-0022036,asset-0016,T1592,Low,2026-04-08T13:37:08,firewall
evt-0022037,asset-0016,T1592,Low,2026-01-20T05:18:05,auth
evt-0022038,asset-0016,T1566,Low,2026-03-23T19:39:40,auth
evt-0022039,asset-0016,T1204,Low,2026-04-23T05:16:54,endpoint
evt-0022040,asset-0016,T1078,Low,2026-01-27T15:25:54,endpoint
evt-0022041,asset-0016,T1003,High,2025-11-05T15:32:22,endpoint
evt-0022042,asset-0016,T1078,Low,2026-01-28T04:57:59,auth
evt-0022043,asset-0016,T1005,Low,2026-01-09T23:50:31,endpoint
evt-0022044,asset-0016,T1005,Low,2026-02-13T16:38:46,proxy
evt-0022045,asset-0016,T1498,High,2026-04-14T05:59:20,endpoint
evt-0022046,asset-0016,T1005,Low,2026-05-14T14:28:42,endpoint
evt-0022047,asset-0016,T1204,High,2026-05-08T01:46:11,ids
evt-0022048,asset-0016,T1190,High,2026-03-16T10:37:09,proxy
evt-0022049,asset-0016,T1087,Low,2026-02-06T16:13:48,auth
evt-0022050,asset-0016,T1210,Low,2026-03-02T02:39:13,auth
evt-0022051,asset-0016,T1005,Low,2026-03-23T12:07:04,firewall
evt-0022052,asset-0016,T1078,Low,2026-03-06T16:20:40,ids
evt-0022053,asset-0016,T1078,Low,2025-11-18T18:40:56,proxy
evt-0022054,asset-0016,T1592,Low,2026-03-29T00:20:34,auth
evt-0022055,asset-0016,T1087,Low,2025-12-18T10:54:28,auth
evt-0022056,asset-0016,T1592,Low,2026-01-30T04:02:06,ids
evt-0022057,asset-0016,T1078,Low,2025-12-30T09:40:13,auth
evt-0022058,asset-0016,T1486,Critical,2026-04-03T22:30:22,ids
evt-0022059,asset-0016,T1595,Low,2026-01-13T16:56:16,ids
evt-0022060,asset-0016,T1087,Low,2025-12-12T09:33:16,endpoint
evt-0022061,asset-0016,T1078,Low,2026-03-01T11:43:03,
evt-0022062,asset-0016,T1078,Low,2026-01-03T22:13:18,proxy
evt-0022063,asset-0016,T1110,Medium,2026-05-22T01:58:20,auth
evt-0022064,asset-0016,T1190,Medium,2026-03-23T08:38:10,firewall
evt-0022065,asset-0016,T1499,High,2026-05-28T06:33:18,ids
evt-0022066,asset-0016,T1005,Low,2026-04-04T19:39:25,endpoint
evt-0022067,asset-0016,T1041,High,2026-05-05T14:55:42,endpoint
evt-0022068,asset-0016,T1078,Low,2026-02-17T20:04:34,ids
evt-0022069,asset-0016,T1005,Low,2025-11-13T21:46:10,auth
evt-0022070,asset-0016,T1078,Low,2026-01-02T16:01:55,proxy
evt-0022071,asset-0016,T1592,Low,2026-05-09T05:24:04,firewall
evt-0022072,asset-0016,T1005,Low,2026-02-04T22:27:31,firewall
evt-0022073,asset-0016,T1041,Medium,2026-01-29T06:20:07,auth
evt-0022074,asset-0016,T1489,High,2026-03-13T23:02:59,firewall
evt-0022075,asset-0016,T1592,Low,2026-03-09T12:27:12,auth
evt-0022076,asset-0016,T1087,Low,2025-12-18T15:04:31,auth
evt-0022077,asset-0016,T1499,Medium,2026-03-14T07:19:46,endpoint
evt-0022078,asset-0016,T1005,Low,2026-03-07T15:00:13,ids
evt-0022079,asset-0016,T1210,Low,2026-01-19T15:00:04,auth
evt-0022080,asset-0016,T1005,Low,2025-11-25T09:46:16,ids
evt-0022081,asset-0016,T1046,Low,2026-04-11T05:30:24,proxy
evt-0022082,asset-0016,T1110,High,2025-11-15T15:33:48,proxy
evt-0022083,asset-0016,T1005,Medium,2026-01-18T00:59:37,firewall
evt-0022084,asset-0016,T1595,Medium,2025-11-27T21:59:17,proxy
evt-0022085,asset-0016,T1592,Medium,2026-05-09T20:53:26,endpoint
evt-0022086,asset-0016,T1046,Low,2026-03-06T23:24:20,auth
evt-0022087,asset-0016,T1552,Medium,2026-03-19T05:41:52,endpoint
evt-0022088,asset-0016,T1020,High,2026-04-18T08:17:09,firewall
evt-0022089,asset-0016,T1499,High,2026-01-21T05:24:35,auth
evt-0022090,asset-0016,T1087,Low,2026-01-16T13:47:47,proxy
evt-0022091,asset-0016,T1005,Low,2026-05-04T03:35:49,proxy
evt-0022092,asset-0016,T1087,Low,2026-04-03T17:45:31,proxy
evt-0022093,asset-0016,T1190,Medium,2025-11-02T15:13:14,auth
evt-0022094,asset-0016,T1078,Low,2026-04-27T23:47:36,firewall
evt-0022095,asset-0016,T1078,Low,2026-01-31T18:25:11,firewall
evt-0022096,asset-0016,T1595,Low,2026-04-27T05:07:53,ids
evt-0022097,asset-0016,T1498,High,2025-12-11T07:13:07,firewall
evt-0022098,asset-0016,T1087,Low,2025-11-13T18:14:26,endpoint
evt-0022099,asset-0016,T1498,Medium,2026-02-28T03:32:16,firewall
evt-0022100,asset-0016,T1003,High,2025-12-12T19:39:11,firewall
evt-0022101,asset-0016,T1078,Low,2026-05-02T13:46:17,
evt-0022102,asset-0016,T1499,Medium,2025-12-29T02:17:25,auth
evt-0022103,asset-0016,T1020,Medium,2026-05-25T13:22:44,ids
evt-0022104,asset-0016,T1190,Low,2026-01-04T20:14:36,proxy
evt-0022105,asset-0016,T1087,Low,2025-11-01T07:12:50,auth
evt-0022106,asset-0016,T1087,Low,2026-05-25T20:50:19,ids
evt-0022107,asset-0016,T1110,High,2026-05-11T23:25:54,endpoint
evt-0022108,asset-0016,T1005,Low,2026-04-25T23:11:45,firewall
evt-0022109,asset-0016,T1499,,2026-04-04T23:09:03,auth
evt-0022110,asset-0016,T1552,Medium,2026-03-17T21:09:37,ids
evt-0022111,asset-0016,T1499,High,2026-01-11T11:07:35,auth
evt-0022112,asset-0016,T1490,Medium,2026-04-01T18:44:49,firewall
evt-0022113,asset-0016,T1087,Low,2026-02-02T04:15:33,firewall
evt-0022114,asset-0016,T1498,Medium,2025-11-20T05:58:18,firewall
evt-0022115,asset-0016,T1078,Low,2026-05-11T12:27:15,firewall
evt-0022116,asset-0016,T1046,Low,2026-04-08T17:56:57,auth
evt-0022117,asset-0016,T1592,Low,2025-12-08T23:21:18,proxy
evt-0022118,asset-0016,T1005,Low,2026-02-18T23:56:34,proxy
evt-0022119,asset-0016,T1592,Low,2026-03-03T16:21:56,firewall
evt-0022120,asset-0016,T1003,High,2026-01-20T18:09:21,endpoint
evt-0022121,asset-0016,T1078,Low,2025-11-29T18:33:40,firewall
evt-0022122,asset-0016,T1087,Low,2025-12-19T19:30:18,endpoint
evt-0022123,asset-0016,T1190,High,2026-03-10T09:25:03,
evt-0022124,asset-0016,T1204,Medium,2025-12-11T01:29:33,firewall
evt-0022125,asset-0016,T1499,Medium,2025-12-20T16:58:00,endpoint
evt-0022126,asset-0016,T1087,Low,2026-02-03T11:48:05,proxy
evt-0022127,asset-0016,T1592,Low,2026-05-08T12:22:27,endpoint
evt-0022128,asset-0016,T1078,Low,2026-03-04T22:07:19,ids
evt-0022129,asset-0016,T1078,Low,2026-01-23T03:47:45,firewall
evt-0022130,asset-0016,T1204,Medium,2026-03-26T01:24:07,proxy
evt-0022131,asset-0016,T1110,Medium,2025-12-14T00:54:05,proxy
evt-0022132,asset-0016,T1005,Low,2026-03-12T23:34:17,proxy
evt-0022133,asset-0016,T1005,Low,2026-02-04T01:53:01,auth
evt-0022134,asset-0016,T1005,Low,2026-02-09T05:30:37,endpoint
evt-0022135,asset-0016,T1005,Low,2026-04-30T15:22:05,firewall
evt-0022136,asset-0016,T1566,Critical,2026-03-26T09:55:44,auth
evt-0022137,asset-0016,T1595,Low,2026-01-28T10:43:24,auth
evt-0022138,asset-0016,T1552,High,2025-11-29T03:41:16,ids
evt-0022139,asset-0016,T1046,Medium,2026-01-16T19:50:30,endpoint
evt-0022140,asset-0016,T1499,Medium,2026-05-23T20:38:55,firewall
evt-0022141,asset-0016,T1204,Medium,2025-11-10T19:11:09,ids
evt-0022142,asset-0016,T1078,Low,2025-12-29T12:23:23,proxy
evt-0022143,asset-0016,T1190,High,2025-11-24T01:30:09,ids
evt-0022144,asset-0016,T1566,Medium,2026-04-13T01:26:05,endpoint
evt-0022145,asset-0016,T1499,Medium,2025-11-01T00:27:33,proxy
evt-0022146,asset-0016,T1489,Critical,2026-03-04T02:17:23,proxy
evt-0022147,asset-0016,T1486,High,2026-05-31T06:30:37,endpoint
evt-0022148,asset-0016,T1078,Low,2026-05-14T19:32:43,endpoint
evt-0022149,asset-0016,T1005,Low,2025-12-06T02:35:02,endpoint
evt-0022150,asset-0016,T1078,Low,2026-02-06T15:39:27,endpoint
evt-0022151,asset-0016,T1499,Medium,2026-01-20T16:35:48,firewall
evt-0022152,asset-0016,T1020,High,2026-01-11T13:57:20,endpoint
evt-0022153,asset-0016,T1486,Critical,2026-01-01T07:26:15,proxy
evt-0022154,asset-0016,T1005,Low,2026-02-02T23:29:08,proxy
evt-0022155,asset-0016,T1592,Low,2025-11-02T01:02:57,auth
evt-0022156,asset-0016,T1005,Low,2025-11-21T06:19:24,firewall
evt-0022157,asset-0016,T1210,Medium,2025-12-08T20:07:45,proxy
evt-0022158,asset-0016,T1595,Medium,2025-11-24T02:54:27,firewall
evt-0022159,asset-0016,T1020,Medium,2026-04-07T02:03:02,firewall
evt-0022160,asset-0016,T1041,High,2026-04-02T08:00:36,ids
evt-0022161,asset-0016,T1566,Medium,2025-11-04T08:02:39,firewall
evt-0022162,asset-0016,T1592,Low,2026-03-18T13:37:37,
evt-0022163,asset-0016,T1498,Medium,2026-02-07T01:09:32,endpoint
evt-0022164,asset-0016,T1204,High,2025-12-22T15:04:41,auth
evt-0022165,asset-0016,T1592,Low,2026-05-16T13:41:18,auth
evt-0022166,asset-0016,T1595,Low,2026-04-18T04:09:28,auth
evt-0022167,asset-0016,T1595,Low,2026-04-03T09:02:36,firewall
evt-0022168,asset-0016,T1498,Medium,2026-04-22T20:53:31,firewall
evt-0022169,asset-0016,T1592,Low,2026-05-31T05:50:52,auth
evt-0022170,asset-0016,T1499,Medium,2026-02-23T22:42:30,proxy
evt-0022171,asset-0016,T1595,Low,2026-03-28T07:55:02,firewall
evt-0022172,asset-0016,T1041,High,2026-05-16T21:14:40,ids
evt-0022173,asset-0016,T1110,High,2026-01-07T05:18:55,auth
evt-0022174,asset-0016,T1566,Medium,2026-01-16T08:45:40,auth
evt-0022175,asset-0016,T1566,Medium,2025-12-11T18:49:05,auth
evt-0022176,asset-0016,T1087,Low,2025-11-17T17:12:19,auth
evt-0022177,asset-0016,T1210,Low,2026-05-10T19:52:36,auth
evt-0022178,asset-0016,T1087,Low,2026-05-05T06:08:03,firewall
evt-0022179,asset-0016,T1003,Medium,2026-05-03T03:00:07,ids
evt-0022180,asset-0016,T1087,Low,2026-03-24T10:57:25,ids
evt-0022181,asset-0016,T1490,Critical,2025-11-28T07:53:16,ids
evt-0022182,asset-0016,T1046,Low,2025-11-29T06:48:31,endpoint
evt-0022183,asset-0016,T1204,Low,2026-03-17T20:30:19,ids
evt-0022184,asset-0016,T1078,Low,2026-01-19T06:47:09,firewall
evt-0022185,asset-0016,T1566,Medium,2026-02-14T00:54:29,auth
evt-0022186,asset-0016,T1078,Low,2026-03-16T23:26:18,ids
evt-0022187,asset-0016,T1567,High,2025-12-21T10:24:04,ids
evt-0022188,asset-0016,T1499,Medium,2026-05-30T03:06:32,auth
