incident_id,company_id,date,sector,company_size,employees,attack_type,severity,security_maturity_score,records_exposed,downtime_hours,financial_loss_eur
inc-000833,ORG-0685,2024-05-23,Tech/SaaS,PME,35,credential_theft,minor,24,18,3.6,13543
inc-000834,ORG-0686,2025-12-02,Santé,ETI,753,supply_chain,minor,67,11,,5312
inc-000835,ORG-0687,2024-06-12,Industrie,PME,161,misconfiguration,minor,35,36,3.0,26470
inc-000836,ORG-0118,2022-09-24,Santé,ETI,1113,insider_error,moderate,54,271,1.0,206112
inc-000837,ORG-0688,2024-11-28,Public,PME,101,ransomware,minor,41,29,86.9,43134
inc-000838,ORG-0689,2023-08-12,Industrie,PME,142,data_breach,minor,59,199,8.3,33864
inc-000839,ORG-0690,2022-09-01,Public,PME,24,insider_error,minor,39,59,2.5,31894
inc-000840,ORG-0691,2022-10-21,Tech/SaaS,PME,108,data_breach,moderate,49,1030,,148020
inc-000841,ORG-0692,2022-11-21,Retail,GE,78271,phishing,minor,42,50,1.0,37922
inc-000842,ORG-0693,2024-12-05,Tech/SaaS,PME,115,ransomware,minor,33,12,29.6,43475
inc-000843,ORG-0694,2025-08-10,Tech/SaaS,PME,22,phishing,minor,31,12,3.8,22492
inc-000844,ORG-0695,2024-04-01,Industrie,PME,163,misconfiguration,minor,54,3,6.0,4983
inc-000845,ORG-0696,2024-08-09,Industrie,PME,120,data_breach,moderate,42,887,7.8,251172
inc-000846,ORG-0137,2023-10-24,Santé,ETI,337,credential_theft,minor,55,25,12.6,15591
inc-000847,ORG-0697,2023-08-11,Énergie,PME,188,data_breach,minor,47,27,11.3,5887
inc-000848,ORG-0698,2024-08-21,Tech/SaaS,ETI,636,supply_chain,moderate,58,257,71.7,97762
inc-000849,ORG-0699,2022-11-15,Finance,GE,16947,ddos,moderate,70,,3.7,216713
inc-000850,ORG-0700,2022-07-28,Retail,PME,73,data_breach,minor,26,178,5.1,15223
inc-000851,ORG-0701,2024-01-03,Tech/SaaS,ETI,2740,ddos,minor,49,0,17.1,48320
inc-000852,ORG-0150,2024-09-21,Retail,PME,63,ransomware,moderate,41,79,114.6,255801
inc-000853,ORG-0462,2023-06-29,Tech/SaaS,GE,47180,data_breach,catastrophic,66,43190,8.5,6174650
inc-000854,ORG-0702,2022-07-05,Industrie,PME,48,data_breach,moderate,30,1049,3.7,235031
inc-000855,ORG-0082,2022-11-04,Énergie,PME,220,ransomware,minor,42,6,,16078
inc-000856,ORG-0703,2024-10-18,Retail,ETI,612,phishing,moderate,64,45,3.9,67610
inc-000857,ORG-0704,2022-05-20,Santé,PME,21,insider_error,moderate,54,66,6.2,50307
inc-000858,ORG-0705,2025-04-19,Tech/SaaS,ETI,437,credential_theft,severe,45,7155,2.9,2354485
inc-000859,ORG-0706,2022-08-23,Tech/SaaS,PME,35,ransomware,minor,44,3,,10133
inc-000860,ORG-0285,2022-12-12,Énergie,GE,12121,misconfiguration,minor,92,,2.9,33402
inc-000861,ORG-0707,2025-08-10,Finance,GE,15746,phishing,severe,88,1511,4.3,1590321
inc-000862,ORG-0708,2023-01-22,Finance,ETI,303,credential_theft,minor,65,37,10.3,19423
inc-000863,ORG-0709,2023-09-18,Industrie,ETI,386,data_breach,major,49,3584,,635207
inc-000864,ORG-0710,2024-08-12,Énergie,PME,34,insider_error,minor,54,,2.9,16901
inc-000865,ORG-0711,2022-05-25,Public,PME,98,phishing,minor,57,8,1.6,6553
inc-000866,ORG-0712,2022-09-25,Santé,PME,17,phishing,minor,58,5,2.7,8329
inc-000867,ORG-0713,2022-08-20,Public,PME,142,misconfiguration,minor,42,22,3.6,14982
inc-000868,ORG-0714,2025-02-13,Industrie,PME,66,ransomware,major,32,158,55.6,520160
inc-000869,ORG-0715,2024-05-15,Santé,PME,96,misconfiguration,moderate,43,70,4.6,97539
inc-000870,ORG-0325,2025-06-30,Santé,PME,31,phishing,minor,51,30,2.7,23058
inc-000871,ORG-0716,2023-12-16,Finance,ETI,2308,ransomware,catastrophic,83,1417,33.4,3573407
inc-000872,ORG-0717,2025-09-16,Public,PME,43,data_breach,severe,37,7599,7.8,1579705
inc-000873,ORG-0718,2025-11-07,Tech/SaaS,PME,80,supply_chain,minor,41,245,21.0,42407
inc-000874,ORG-0719,2025-03-18,Énergie,GE,71795,ransomware,moderate,66,117,68.6,284937
inc-000875,ORG-0720,2023-11-29,Finance,PME,83,ransomware,moderate,59,111,45.9,167068
inc-000876,ORG-0721,2024-09-30,Finance,ETI,475,misconfiguration,minor,44,6,7.1,6653
inc-000877,ORG-0722,2022-11-04,Industrie,ETI,321,phishing,moderate,50,62,5.6,87707
inc-000878,ORG-0570,2022-12-14,Industrie,PME,88,credential_theft,major,37,311,8.0,440351
inc-000879,ORG-0723,2024-05-17,Retail,PME,15,credential_theft,major,50,508,2.8,353138
inc-000880,ORG-0724,2022-12-28,Tech/SaaS,PME,33,data_breach,minor,40,42,7.7,14403
inc-000881,ORG-0725,2023-07-08,Tech/SaaS,ETI,580,credential_theft,severe,49,8071,4.3,1494356
inc-000882,ORG-0005,2025-01-08,Finance,PME,70,data_breach,severe,58,10233,7.2,1618885
inc-000883,ORG-0726,2024-07-04,Public,ETI,397,ransomware,major,62,147,21.5,574092
inc-000884,ORG-0727,2022-11-05,Finance,ETI,4277,ransomware,moderate,57,94,48.9,142230
inc-000885,ORG-0728,2022-11-07,Finance,PME,82,phishing,minor,56,1,4.7,1000
inc-000886,ORG-0729,2023-08-02,Finance,PME,18,supply_chain,minor,57,12,29.5,3672
inc-000887,ORG-0730,2022-08-24,Retail,ETI,1300,misconfiguration,moderate,47,281,24.7,272545
inc-000888,ORG-0731,2022-07-12,Tech/SaaS,PME,25,ddos,minor,40,0,9.2,7097
inc-000889,ORG-0732,2025-07-11,Tech/SaaS,PME,57,ransomware,major,45,96,27.8,393916
inc-000890,ORG-0733,2024-04-20,Tech/SaaS,GE,50373,ransomware,moderate,57,64,42.8,136445
inc-000891,ORG-0734,2024-06-02,Finance,PME,122,insider_error,minor,37,4,1.5,2320
inc-000892,ORG-0418,2024-04-10,Finance,ETI,1500,phishing,moderate,48,76,6.4,84726
inc-000893,ORG-0735,2024-08-23,Retail,GE,43007,insider_error,severe,56,1716,3.8,1162559
inc-000894,ORG-0736,2025-12-14,Énergie,PME,18,misconfiguration,minor,51,18,6.7,23829
inc-000895,ORG-0737,2023-06-25,Industrie,PME,190,phishing,minor,52,5,8.1,2231
inc-000896,ORG-0738,2023-12-16,Industrie,PME,29,ransomware,moderate,55,223,87.3,273969
inc-000897,ORG-0739,2025-11-29,Public,GE,18636,insider_error,minor,60,,6.0,28941
inc-000898,ORG-0740,2025-06-23,Finance,ETI,3455,phishing,moderate,65,64,4.7,122131
inc-000899,ORG-0741,2022-11-24,Tech/SaaS,ETI,1843,ransomware,moderate,58,150,70.9,249174
inc-000900,ORG-0348,2023-07-26,Industrie,ETI,3876,ransomware,major,41,240,44.1,996532
inc-000901,ORG-0742,2025-06-02,Santé,ETI,4937,credential_theft,moderate,63,1602,2.3,279560
inc-000902,ORG-0743,2022-11-20,Retail,PME,22,ddos,minor,43,0,5.8,9042
inc-000903,ORG-0744,2024-04-06,Retail,PME,23,misconfiguration,minor,33,14,4.6,19580
inc-000904,ORG-0745,2024-03-07,Finance,GE,71147,phishing,moderate,54,57,1.7,72948
inc-000905,ORG-0746,2023-01-31,Santé,PME,21,ransomware,minor,51,6,38.6,29747
inc-000906,ORG-0747,2025-03-29,Finance,PME,31,misconfiguration,minor,42,7,5.1,6663
inc-000907,ORG-0328,2022-06-01,Santé,ETI,426,phishing,minor,57,17,4.0,13123
inc-000908,ORG-0748,2025-06-09,Finance,ETI,1442,insider_error,moderate,58,82,,58509
inc-000909,ORG-0749,2025-11-05,Finance,ETI,1623,insider_error,minor,63,34,3.8,29286
inc-000910,ORG-0750,2024-05-21,Finance,PME,42,credential_theft,minor,52,19,4.4,12625
inc-000911,ORG-0751,2022-04-08,Santé,PME,12,ransomware,minor,50,4,34.4,5201
inc-000912,ORG-0752,2025-09-18,Retail,PME,89,phishing,moderate,36,46,5.5,51272
inc-000913,ORG-0753,2023-02-04,Finance,PME,19,credential_theft,major,50,,9.2,565214
inc-000914,ORG-0754,2022-03-30,Retail,PME,21,insider_error,minor,28,13,8.9,9470
inc-000915,ORG-0755,2024-03-26,Santé,PME,85,credential_theft,minor,37,160,3.6,42646
inc-000916,ORG-0756,2022-06-03,Industrie,ETI,876,credential_theft,moderate,55,,4.6,55147
inc-000917,ORG-0757,2023-11-20,Finance,PME,213,credential_theft,minor,48,19,11.2,28302
inc-000918,ORG-0758,2025-03-25,Industrie,ETI,1804,ransomware,severe,46,1606,332.8,1900404
inc-000919,ORG-0759,2023-06-21,Industrie,ETI,1395,phishing,moderate,49,42,7.5,98726
inc-000920,ORG-0760,2024-12-31,Finance,ETI,2197,phishing,moderate,72,44,0.7,62296
inc-000921,ORG-0761,2024-08-19,Tech/SaaS,PME,74,insider_error,minor,33,12,3.0,11310
inc-000922,ORG-0762,2024-03-30,Industrie,PME,17,ransomware,severe,34,350,39.9,1196664
inc-000923,ORG-0763,2025-06-12,Énergie,GE,62759,phishing,major,59,262,1.9,335647
inc-000924,ORG-0764,2024-12-23,Santé,PME,202,credential_theft,minor,36,59,17.5,35928
inc-000925,ORG-0765,2022-11-19,Industrie,ETI,2919,misconfiguration,moderate,41,73,14.7,59709
inc-000926,ORG-0766,2023-06-13,Industrie,PME,136,misconfiguration,moderate,40,78,3.9,62061
inc-000927,ORG-0767,2024-07-13,Industrie,ETI,2226,credential_theft,minor,45,60,23.3,34205
inc-000928,ORG-0768,2025-03-15,Retail,PME,43,phishing,moderate,33,68,5.7,67478
inc-000929,ORG-0769,2025-03-06,Santé,PME,18,ddos,minor,35,0,4.9,32376
inc-000930,ORG-0770,2023-06-10,Retail,PME,185,insider_error,minor,31,13,4.2,12297
inc-000931,ORG-0771,2023-03-26,Finance,PME,48,supply_chain,severe,45,1510,20.2,1030363
inc-000932,ORG-0772,2022-11-12,Tech/SaaS,ETI,518,ransomware,major,45,82,45.2,384261
inc-000933,ORG-0748,2023-03-04,Finance,ETI,1442,phishing,moderate,58,75,1.9,62132
inc-000934,ORG-0773,2022-02-02,Industrie,PME,12,phishing,minor,30,6,1.9,4933
inc-000935,ORG-0774,2022-05-26,Santé,PME,26,phishing,minor,55,55,4.7,29796
inc-000936,ORG-0775,2025-06-26,Industrie,ETI,1181,supply_chain,severe,48,2899,25.8,1589808
inc-000937,ORG-0776,2022-01-01,Industrie,PME,90,data_breach,minor,25,101,19.2,31209
inc-000938,ORG-0777,2023-01-11,Finance,PME,190,credential_theft,minor,64,19,5.6,6552
inc-000939,ORG-0778,2025-05-28,Industrie,PME,227,phishing,minor,35,5,3.6,20328
inc-000940,ORG-0409,2024-12-10,Industrie,ETI,4195,ddos,minor,68,0,37.3,29709
inc-000941,ORG-0779,2024-01-25,Public,PME,30,ddos,minor,25,0,11.7,13712
inc-000942,ORG-0213,2023-06-23,Énergie,GE,16440,data_breach,major,58,2979,4.4,506276
inc-000943,ORG-0285,2022-05-08,Énergie,GE,12121,data_breach,moderate,92,350,6.8,66264
inc-000944,ORG-0780,2025-10-21,Retail,GE,14780,data_breach,catastrophic,48,102201,11.6,19839861
inc-000945,ORG-0781,2025-09-08,Énergie,PME,18,data_breach,minor,57,30,7.0,7999
inc-000946,ORG-0782,2023-12-25,Finance,PME,14,ddos,minor,71,0,35.7,-1
inc-000947,ORG-0783,2023-02-21,Industrie,GE,19002,misconfiguration,minor,49,22,5.0,32316
inc-000948,ORG-0784,2023-12-14,Tech/SaaS,ETI,379,insider_error,minor,44,34,4.9,25361
inc-000949,ORG-0596,2024-11-29,Tech/SaaS,PME,28,phishing,minor,42,7,1.8,10891
inc-000950,ORG-0785,2023-02-14,Finance,PME,32,phishing,minor,48,6,5.6,12555
inc-000951,ORG-0786,2024-08-06,Industrie,PME,141,credential_theft,minor,28,87,,41710
inc-000952,ORG-0735,2024-04-16,Retail,GE,43007,phishing,moderate,56,32,13.6,77337
inc-000953,ORG-0702,2024-08-17,Industrie,PME,48,ransomware,minor,30,5,34.9,8283
inc-000954,ORG-0787,2024-09-11,Retail,ETI,2134,ddos,minor,34,0,2.4,27761
inc-000955,ORG-0788,2023-08-06,Public,ETI,535,ddos,minor,37,0,1.7,34962
inc-000956,ORG-0142,2024-09-09,Énergie,PME,144,insider_error,minor,47,10,7.2,10435
inc-000957,ORG-0259,2023-10-08,Retail,ETI,520,misconfiguration,minor,41,16,3.5,22898
inc-000958,ORG-0789,2023-04-07,Retail,GE,18235,data_breach,moderate,68,503,8.5,82299
inc-000959,ORG-0790,2022-06-02,Finance,PME,29,misconfiguration,minor,69,26,3.8,28846
inc-000960,ORG-0791,2023-11-06,Public,PME,10,data_breach,moderate,22,145,7.5,73356
inc-000961,ORG-0792,2023-08-11,Tech/SaaS,ETI,1931,phishing,minor,21,16,4.3,20638
inc-000962,ORG-0793,2023-10-31,Énergie,PME,149,ddos,minor,36,0,4.8,11935
inc-000963,ORG-0794,2022-11-11,Retail,PME,237,phishing,minor,27,9,4.7,17021
inc-000964,ORG-0795,2024-04-02,Énergie,PME,127,ddos,minor,64,0,10.3,14686
inc-000965,ORG-0796,2023-09-26,Énergie,ETI,3762,phishing,moderate,63,156,3.2,169936
inc-000966,ORG-0797,2023-06-04,Public,PME,108,supply_chain,minor,42,21,14.1,13545
inc-000967,ORG-0169,2024-11-13,Finance,ETI,347,ransomware,moderate,48,,55.6,170195
inc-000968,ORG-0145,2024-12-12,Retail,ETI,4560,insider_error,moderate,56,129,2.7,195552
inc-000969,ORG-0798,2022-07-03,Industrie,PME,13,ransomware,moderate,27,40,51.8,88783
inc-000970,ORG-0799,2024-05-27,Finance,PME,118,credential_theft,moderate,34,138,6.7,77257
inc-000971,ORG-0800,2022-02-28,Finance,ETI,2257,phishing,minor,63,15,1.4,14587
inc-000972,ORG-0003,2022-01-04,Santé,PME,16,data_breach,minor,44,17,13.0,2933
inc-000973,ORG-0801,2025-12-11,Finance,ETI,582,ddos,minor,70,0,6.3,21876
inc-000974,ORG-0761,2022-07-04,Tech/SaaS,PME,74,credential_theft,minor,33,13,11.9,8140
inc-000975,ORG-0802,2023-07-03,Finance,PME,173,misconfiguration,minor,58,50,5.2,37291
inc-000976,ORG-0803,2022-12-30,Industrie,PME,28,phishing,minor,48,3,2.2,3675
inc-000977,ORG-0804,2023-09-05,Tech/SaaS,PME,46,phishing,minor,36,12,1.8,13673
inc-000978,ORG-0805,2022-10-25,Tech/SaaS,ETI,1550,phishing,moderate,36,112,2.7,107455
inc-000979,ORG-0806,2022-10-25,Industrie,ETI,1328,data_breach,moderate,53,328,10.1,154301
inc-000980,ORG-0807,2022-04-07,Industrie,PME,24,phishing,minor,48,29,3.0,27360
inc-000981,ORG-0808,2023-10-16,Énergie,PME,19,credential_theft,minor,51,5,20.5,2595
inc-000982,ORG-0809,2025-07-27,Retail,ETI,3352,phishing,moderate,55,111,4.8,161728
inc-000983,ORG-0810,2022-01-18,Retail,PME,24,phishing,minor,28,2,4.4,1164
inc-000984,ORG-0101,2024-03-16,Santé,PME,10,misconfiguration,minor,33,39,4.8,26568
inc-000985,ORG-0811,2022-05-16,Public,ETI,266,ransomware,moderate,32,26,121.5,78187
inc-000986,ORG-0767,2024-10-19,Industrie,ETI,2226,credential_theft,severe,45,4402,1.5,2752393
inc-000987,ORG-0812,2022-04-23,Finance,PME,39,data_breach,moderate,36,372,4.0,55310
inc-000988,ORG-0813,2023-09-17,Public,PME,47,ransomware,minor,30,4,30.0,11929
inc-000989,ORG-0814,2023-06-26,Industrie,ETI,903,misconfiguration,moderate,56,69,12.8,114790
inc-000990,ORG-0815,2025-03-16,Santé,PME,55,supply_chain,minor,48,30,70.3,16105
inc-000991,ORG-0816,2025-01-19,Retail,PME,36,phishing,minor,55,14,4.7,9300
inc-000992,ORG-0817,2025-06-04,Finance,PME,16,phishing,minor,47,13,3.1,38830
inc-000993,ORG-0359,2025-01-27,Retail,PME,49,credential_theft,minor,38,33,2.6,17323
inc-000994,ORG-0818,2022-11-16,Tech/SaaS,PME,164,phishing,moderate,38,78,1.1,84206
inc-000995,ORG-0819,2022-11-27,Industrie,PME,21,ransomware,moderate,48,86,54.2,157839
inc-000996,ORG-0820,2024-02-04,Finance,GE,5488,misconfiguration,moderate,62,119,2.7,83120
inc-000997,ORG-0821,2025-08-20,Retail,ETI,2093,ransomware,moderate,46,70,21.0,236508
inc-000998,ORG-0822,2025-11-14,Santé,PME,47,misconfiguration,minor,29,25,10.6,40688
inc-000999,ORG-0823,2023-01-16,Industrie,ETI,844,phishing,minor,55,32,1.2,43896
inc-001000,ORG-0824,2024-03-13,Tech/SaaS,GE,16108,credential_theft,catastrophic,66,7068,,5866824
inc-001001,ORG-0377,2022-10-20,Retail,PME,126,phishing,minor,28,20,0.9,14826
inc-001002,ORG-0825,2022-09-20,Énergie,PME,120,phishing,minor,45,9,,11497
inc-001003,ORG-0826,2025-11-27,Industrie,ETI,1325,ddos,moderate,55,0,17.6,157111
inc-001004,ORG-0827,2022-04-20,Finance,PME,63,phishing,minor,35,20,1.2,20368
inc-001005,ORG-0828,2022-04-08,Public,GE,29082,ddos,moderate,55,0,4.5,77356
inc-001006,ORG-0829,2024-03-18,Finance,ETI,624,ddos,minor,55,0,9.3,20419
inc-001007,ORG-0830,2024-12-29,Retail,PME,114,phishing,minor,37,23,8.3,22350
inc-001008,ORG-0831,2023-02-07,Finance,PME,151,ransomware,minor,54,1,77.2,4876
inc-001009,ORG-0832,2025-11-06,Industrie,ETI,4914,credential_theft,major,45,894,,467297
inc-001010,ORG-0833,2024-11-16,Retail,ETI,1230,phishing,minor,45,29,0.6,27072
inc-001011,ORG-0834,2023-05-22,Énergie,PME,12,ransomware,minor,62,8,117.7,34534
inc-001012,ORG-0835,2024-08-16,Industrie,ETI,2977,ddos,moderate,55,0,3.8,64141
inc-001013,ORG-0836,2023-04-17,Retail,PME,17,ddos,minor,43,,12.9,7033
inc-001014,ORG-0837,2023-01-26,Finance,PME,26,supply_chain,moderate,57,133,43.3,118249
inc-001015,ORG-0838,2022-12-22,Industrie,PME,20,misconfiguration,minor,46,18,8.5,20856
inc-001016,ORG-0839,2024-05-12,Finance,PME,127,phishing,minor,53,12,1.4,20304
inc-001017,ORG-0840,2024-08-07,Santé,ETI,602,misconfiguration,major,61,299,4.0,412163
inc-001018,ORG-0841,2022-11-13,Santé,ETI,251,ransomware,minor,37,23,47.8,38860
inc-001019,ORG-0842,2024-01-12,Santé,ETI,348,phishing,minor,52,5,1.4,9302
inc-001020,ORG-0843,2025-03-31,Retail,ETI,350,misconfiguration,minor,33,10,8.9,14867
inc-001021,ORG-0844,2024-05-18,Énergie,GE,26915,misconfiguration,minor,67,12,2.8,17594
inc-001022,ORG-0845,2022-03-23,Industrie,ETI,1112,misconfiguration,severe,50,2498,,2824998
inc-001023,ORG-0846,2025-02-14,Santé,GE,70920,ddos,moderate,68,0,6.6,118971
inc-001024,ORG-0847,2025-10-06,Finance,ETI,832,misconfiguration,moderate,80,104,4.9,149941
inc-001025,ORG-0848,2024-06-14,Tech/SaaS,PME,11,credential_theft,minor,46,15,11.8,7304
inc-001026,ORG-0849,2024-08-19,Finance,PME,44,insider_error,minor,42,11,2.2,5813
inc-001027,ORG-0850,2025-02-06,Santé,GE,15737,misconfiguration,catastrophic,58,5590,2.5,5364754
inc-001028,ORG-0851,2024-08-14,Retail,GE,5917,phishing,moderate,56,165,1.0,172090
inc-001029,ORG-0852,2024-01-20,Retail,ETI,1707,insider_error,moderate,47,278,,153827
inc-001030,ORG-0853,2023-05-02,Public,PME,16,ransomware,minor,29,5,21.4,9707
inc-001031,ORG-0854,2024-02-19,Retail,PME,17,misconfiguration,minor,39,2,12.2,2093
inc-001032,ORG-0855,2025-12-14,Finance,ETI,2156,data_breach,catastrophic,65,45671,7.8,9603255
inc-001033,ORG-0771,2023-11-08,Finance,PME,48,ransomware,minor,45,4,25.0,5772
inc-001034,ORG-0856,2025-10-12,Retail,PME,227,misconfiguration,minor,25,1,2.4,3761
inc-001035,ORG-0857,2025-05-13,Public,PME,32,phishing,moderate,48,68,2.5,68301
inc-001036,ORG-0799,2024-09-23,Finance,PME,118,data_breach,moderate,34,482,5.4,74872
inc-001037,ORG-0858,2025-08-15,Public,ETI,253,misconfiguration,moderate,59,200,2.6,202184
inc-001038,ORG-0859,2025-12-18,Santé,GE,11304,data_breach,minor,61,133,23.0,26759
inc-001039,ORG-0860,2024-02-19,Finance,ETI,690,ransomware,catastrophic,47,2002,84.1,3830490
inc-001040,ORG-0861,2024-07-01,Finance,PME,85,misconfiguration,minor,39,25,5.5,20345
inc-001041,ORG-0862,2024-02-22,Tech/SaaS,ETI,4454,phishing,moderate,63,93,1.9,74375
inc-001042,ORG-0863,2023-08-04,Tech/SaaS,PME,111,credential_theft,major,42,1352,19.9,843718
inc-001043,ORG-0864,2023-06-05,Tech/SaaS,PME,16,insider_error,minor,23,11,6.1,23130
inc-001044,ORG-0865,2024-09-02,Finance,ETI,906,phishing,minor,37,9,2.0,12463
inc-001045,ORG-0866,2023-08-19,Public,ETI,458,ransomware,moderate,53,56,33.1,154530
inc-001046,ORG-0315,2023-12-15,Retail,PME,113,misconfiguration,minor,48,12,8.7,21407
inc-001047,ORG-0867,2024-03-05,Industrie,ETI,1479,phishing,minor,48,38,3.2,31452
inc-001048,ORG-0868,2022-07-08,Énergie,ETI,1265,credential_theft,minor,58,18,5.9,16044
inc-001049,ORG-0869,2022-01-12,Finance,ETI,3242,insider_error,minor,49,58,2.4,33006
inc-001050,ORG-0870,2022-12-16,Finance,PME,36,phishing,minor,46,49,,16636
inc-001051,ORG-0656,2022-02-10,Santé,ETI,2150,supply_chain,catastrophic,63,21875,8.3,6485427
inc-001052,ORG-0871,2025-08-24,Industrie,PME,123,ransomware,minor,47,7,68.6,25219
inc-001053,ORG-0872,2023-08-15,Énergie,ETI,3188,ransomware,minor,57,8,55.6,13423
inc-001054,ORG-0493,2024-06-25,Finance,PME,34,misconfiguration,minor,51,13,13.8,15587
inc-001055,ORG-0873,2024-12-30,Public,PME,11,phishing,minor,46,22,2.1,21737
inc-001056,ORG-0874,2023-11-28,Industrie,PME,177,data_breach,minor,50,,9.2,7890
inc-001057,ORG-0875,2022-03-22,Industrie,PME,196,phishing,minor,30,11,3.1,14862
inc-001058,ORG-0876,2022-10-21,Industrie,PME,37,phishing,minor,44,31,3.5,29591
inc-001059,ORG-0877,2023-07-15,Retail,PME,16,ransomware,major,43,214,37.1,623955
inc-001060,ORG-0878,2024-08-28,Industrie,PME,23,credential_theft,minor,29,29,8.5,15684
inc-001061,ORG-0879,2023-07-09,Tech/SaaS,ETI,261,data_breach,severe,49,4926,4.1,1660389
inc-001062,ORG-0880,2024-06-03,Tech/SaaS,PME,13,data_breach,moderate,43,875,8.2,130073
inc-001063,ORG-0881,2024-03-08,Tech/SaaS,GE,31834,misconfiguration,moderate,61,103,9.8,192653
inc-001064,ORG-0882,2025-11-27,Ã‰nergie,PME,108,phishing,minor,50,1,2.7,1151
inc-001065,ORG-0883,2025-01-10,Énergie,ETI,778,misconfiguration,moderate,65,54,1.9,54493
inc-001066,ORG-0056,2023-08-03,Public,ETI,648,supply_chain,moderate,53,294,45.5,183777
inc-001067,ORG-0884,2022-12-23,Industrie,PME,114,ransomware,moderate,45,50,40.5,99477
inc-001068,ORG-0885,2023-04-22,Retail,ETI,2024,misconfiguration,minor,60,47,-5.0,45646
inc-001069,ORG-0886,2025-09-20,Industrie,PME,11,ddos,severe,37,0,16.1,1261365
inc-001070,ORG-0887,2022-12-13,Retail,PME,110,phishing,minor,25,20,2.6,16652
inc-001071,ORG-0722,2023-03-14,Industrie,ETI,321,ransomware,minor,50,9,80.4,27843
inc-001072,ORG-0888,2022-05-12,Finance,PME,61,data_breach,catastrophic,32,18487,3.8,7041582
inc-001073,ORG-0889,2023-02-09,Santé,GE,6003,credential_theft,severe,62,2188,12.3,1471817
inc-001074,ORG-0890,2022-03-22,Énergie,PME,19,credential_theft,minor,55,24,2.0,9142
inc-001075,ORG-0891,2023-12-10,Industrie,ETI,2766,credential_theft,moderate,47,434,14.0,220491
inc-001076,ORG-0892,2022-06-16,Énergie,PME,166,credential_theft,minor,47,19,3.4,14711
inc-001077,ORG-0893,2025-07-24,Santé,PME,15,credential_theft,minor,27,25,2.4,20151
inc-001078,ORG-0894,2023-04-15,Retail,ETI,852,data_breach,minor,58,48,12.0,18354
inc-001079,ORG-0311,2022-03-04,Finance,PME,225,ransomware,minor,66,7,50.9,17057
inc-001080,ORG-0895,2022-10-19,Public,PME,145,credential_theft,major,34,458,3.8,416473
inc-001081,ORG-0896,2025-08-23,Santé,PME,70,ransomware,major,39,225,53.6,639123
inc-001082,ORG-0897,2022-12-25,Industrie,ETI,947,ransomware,major,37,492,53.5,622582
inc-001083,ORG-0898,2025-09-27,Retail,PME,159,ddos,minor,50,0,21.1,30648
inc-001084,ORG-0899,2023-02-23,Retail,ETI,2083,ddos,moderate,49,0,13.2,64504
inc-001085,ORG-0900,2023-02-26,Énergie,ETI,462,phishing,minor,43,16,2.9,16481
inc-001086,ORG-0204,2024-11-16,Finance,PME,25,phishing,moderate,59,118,7.2,131061
inc-001087,ORG-0126,2023-06-08,Finance,PME,48,ddos,moderate,33,0,6.9,56195
inc-001088,ORG-0901,2025-08-10,Retail,ETI,4409,misconfiguration,moderate,33,32,5.0,67230
inc-001089,ORG-0902,2025-04-11,Énergie,GE,21637,data_breach,moderate,81,324,10.2,100041
inc-001090,ORG-0663,2024-10-26,Retail,PME,86,ransomware,minor,51,2,48.3,4523
inc-001091,ORG-0903,2024-08-17,Industrie,GE,11893,phishing,major,47,638,3.4,929753
inc-001092,ORG-0904,2024-03-22,Finance,GE,19866,credential_theft,major,45,531,7.7,452851
inc-001093,ORG-0396,2025-11-10,Retail,PME,140,ddos,major,32,0,4.9,425502
inc-001094,ORG-0905,2025-02-15,Public,GE,57057,insider_error,moderate,60,107,8.3,82336
inc-001095,ORG-0906,2022-08-05,SantÃ©,PME,37,insider_error,minor,26,37,5.3,26509
inc-001096,ORG-0907,2023-01-24,Santé,ETI,923,misconfiguration,moderate,36,76,1.8,60271
inc-001097,ORG-0908,2025-07-05,Santé,PME,116,ransomware,minor,53,4,38.0,8206
inc-001098,ORG-0909,2024-04-02,Finance,PME,115,misconfiguration,minor,54,23,4.1,23835
inc-001099,ORG-0910,2025-07-10,Retail,GE,63139,credential_theft,severe,50,3004,13.1,2038196
inc-001100,ORG-0600,2023-02-18,Tech/SaaS,PME,43,credential_theft,major,47,871,,349912
inc-001101,ORG-0744,2022-10-20,Retail,PME,23,misconfiguration,minor,33,20,2.9,30902
inc-001102,ORG-0911,2025-09-10,Industrie,PME,21,insider_error,minor,37,40,3.9,17519
inc-001103,ORG-0912,2022-03-25,Énergie,PME,88,phishing,minor,61,7,2.1,8860
inc-001104,ORG-0913,2022-09-22,Industrie,PME,56,supply_chain,minor,47,24,68.4,12696
inc-001105,ORG-0914,2025-03-14,Industrie,ETI,1243,phishing,moderate,48,73,2.1,73294
inc-001106,ORG-0329,2025-03-29,SantÃ©,ETI,1418,ransomware,moderate,41,40,56.3,105562
inc-001107,ORG-0915,2024-04-27,Santé,ETI,414,phishing,major,46,532,5.6,891716
inc-001108,ORG-0916,2022-01-17,Retail,GE,69352,phishing,minor,61,12,3.9,13938
inc-001109,ORG-0917,2023-01-16,Retail,PME,22,data_breach,major,44,2047,5.7,489672
inc-001110,ORG-0918,2024-04-13,Tech/SaaS,ETI,312,credential_theft,catastrophic,40,5770,,3547939
inc-001111,ORG-0919,2024-08-14,Public,ETI,332,ransomware,severe,53,442,46.0,1316742
